Date,Country,CumulativeTotalCases,DailyNewCases,ActiveCases,CumulativeTotalDeaths,DailyNewDeaths
2020-4-27,India,29451.0,1561.0,21375.0,939.0,58.0
2020-4-28,India,31324.0,1873.0,22569.0,1008.0,69.0
2020-4-29,India,33062.0,1738.0,23546.0,1079.0,71.0
2020-4-30,India,34863.0,1801.0,24641.0,1154.0,75.0
2020-5-01,India,37257.0,2394.0,26027.0,1223.0,69.0
2020-5-02,India,39699.0,2442.0,27557.0,1323.0,100.0
2020-5-03,India,42505.0,2806.0,29339.0,1391.0,68.0
2020-5-04,India,46437.0,3932.0,32024.0,1566.0,175.0
2020-5-05,India,49400.0,2963.0,33565.0,1693.0,127.0
2020-5-06,India,52987.0,3587.0,35871.0,1785.0,92.0
2020-5-07,India,56351.0,3364.0,37686.0,1889.0,104.0
2020-5-08,India,59695.0,3344.0,39823.0,1985.0,96.0
2020-5-09,India,62808.0,3113.0,41406.0,2101.0,116.0
2020-5-10,India,67161.0,4353.0,43980.0,2212.0,111.0
2020-5-11,India,70768.0,3607.0,45925.0,2294.0,82.0
2020-5-12,India,74292.0,3524.0,47457.0,2415.0,121.0
2020-5-13,India,78055.0,3763.0,49104.0,2551.0,136.0
2020-5-14,India,81997.0,3942.0,51379.0,2649.0,98.0
2020-5-15,India,85784.0,3787.0,52773.0,2753.0,104.0
2020-5-16,India,90648.0,4864.0,53553.0,2871.0,118.0
2020-5-17,India,95698.0,5050.0,55878.0,3025.0,154.0
2020-5-18,India,100328.0,4630.0,57939.0,3156.0,131.0
2020-5-19,India,106475.0,6147.0,60864.0,3302.0,146.0
2020-5-20,India,112028.0,5553.0,63172.0,3434.0,132.0
2020-5-21,India,118226.0,6198.0,66089.0,3584.0,150.0
2020-5-22,India,124794.0,6568.0,69244.0,3726.0,142.0
2020-5-23,India,131423.0,6629.0,73170.0,3868.0,142.0
2020-5-24,India,138536.0,7113.0,76820.0,4024.0,156.0
2020-5-25,India,144950.0,6414.0,80072.0,4172.0,148.0
2020-5-26,India,150793.0,5843.0,82172.0,4344.0,172.0
2020-5-27,India,158086.0,7293.0,85803.0,4534.0,190.0
2020-5-28,India,165386.0,7300.0,89755.0,4711.0,177.0
2020-5-29,India,173491.0,8105.0,85884.0,4980.0,269.0
2020-5-30,India,181827.0,8336.0,89706.0,5185.0,205.0
2020-5-31,India,190609.0,8782.0,93349.0,5408.0,223.0
2020-6-01,India,198370.0,7761.0,97008.0,5608.0,200.0
2020-6-02,India,207191.0,8821.0,101077.0,5829.0,221.0
2020-6-03,India,216824.0,9633.0,106665.0,6088.0,259.0
2020-6-04,India,226713.0,9889.0,111900.0,6363.0,275.0
2020-6-05,India,236184.0,9471.0,116302.0,6649.0,286.0
2020-6-06,India,246622.0,10438.0,120981.0,6946.0,297.0
2020-6-07,India,257486.0,10864.0,126431.0,7207.0,261.0
2020-6-08,India,265928.0,8442.0,129360.0,7473.0,266.0
2020-6-09,India,274780.0,8852.0,132896.0,7719.0,246.0
2020-6-10,India,287155.0,12375.0,138069.0,8107.0,388.0
2020-6-11,India,298283.0,11128.0,142810.0,8501.0,394.0
2020-6-12,India,309603.0,11320.0,146482.0,8890.0,389.0
2020-6-13,India,321626.0,12023.0,150101.0,9199.0,309.0
2020-6-14,India,332783.0,11157.0,153574.0,9520.0,321.0
2020-6-15,India,343026.0,10243.0,152791.0,9915.0,395.0
2020-6-16,India,354161.0,11135.0,154688.0,11921.0,2006.0
2020-6-17,India,367264.0,13103.0,160564.0,12262.0,341.0
2020-6-18,India,381091.0,13827.0,163305.0,12604.0,342.0
2020-6-19,India,395812.0,14721.0,168636.0,12970.0,366.0
2020-6-20,India,411727.0,15915.0,170269.0,13277.0,307.0
2020-6-21,India,426910.0,15183.0,175955.0,13703.0,426.0
2020-6-22,India,440450.0,13540.0,178298.0,14015.0,312.0
2020-6-23,India,456115.0,15665.0,183058.0,14483.0,468.0
2020-6-24,India,472985.0,16870.0,186390.0,14907.0,424.0
2020-6-25,India,491170.0,18185.0,190191.0,15308.0,401.0
2020-6-26,India,509446.0,18276.0,197840.0,15689.0,381.0
2020-6-27,India,529577.0,20131.0,203328.0,16103.0,414.0
2020-6-28,India,549197.0,19620.0,210936.0,16487.0,384.0
2020-6-29,India,567536.0,18339.0,215361.0,16904.0,417.0
2020-6-30,India,585792.0,18256.0,220546.0,17410.0,506.0
2020-7-01,India,605220.0,19428.0,227476.0,17848.0,438.0
2020-7-02,India,627168.0,21948.0,229041.0,18225.0,377.0
2020-7-03,India,649889.0,22721.0,236901.0,18669.0,444.0
2020-7-04,India,673904.0,24015.0,245563.0,19279.0,610.0
2020-7-05,India,697836.0,23932.0,253245.0,19700.0,421.0
2020-7-06,India,720346.0,22510.0,260022.0,20174.0,474.0
2020-7-07,India,743481.0,23135.0,265770.0,20653.0,479.0
2020-7-08,India,769052.0,25571.0,271354.0,21144.0,491.0
2020-7-09,India,794842.0,25790.0,277259.0,21623.0,479.0
2020-7-10,India,822603.0,27761.0,284253.0,22144.0,521.0
2020-7-11,India,850358.0,27755.0,291440.0,22687.0,543.0
2020-7-12,India,879466.0,29108.0,301850.0,23187.0,500.0
2020-7-13,India,907645.0,28179.0,311806.0,23727.0,540.0
2020-7-14,India,937487.0,29842.0,320092.0,24315.0,588.0
2020-7-15,India,970169.0,32682.0,331505.0,24929.0,614.0
2020-7-16,India,1005637.0,35468.0,343426.0,25609.0,680.0
2020-7-17,India,1040457.0,34820.0,360094.0,26285.0,676.0
2020-7-18,India,1077864.0,37407.0,373406.0,26828.0,543.0
2020-7-19,India,1118107.0,40243.0,390205.0,27503.0,675.0
2020-7-20,India,1154917.0,36810.0,402116.0,28099.0,596.0
2020-7-21,India,1194085.0,39168.0,412922.0,28770.0,671.0
2020-7-22,India,1239684.0,45599.0,425528.0,29890.0,1120.0
2020-7-23,India,1288130.0,48446.0,439892.0,30645.0,755.0
2020-7-24,India,1337022.0,48892.0,455509.0,31406.0,761.0
2020-7-25,India,1385494.0,48472.0,467163.0,32096.0,690.0
2020-7-26,India,1436019.0,50525.0,484472.0,32812.0,716.0
2020-7-27,India,1482503.0,46484.0,495866.0,33448.0,636.0
2020-7-28,India,1532135.0,49632.0,509141.0,34224.0,776.0
2020-7-29,India,1584384.0,52249.0,527770.0,35003.0,779.0
2020-7-30,India,1639350.0,54966.0,544471.0,35786.0,783.0
2020-7-31,India,1697054.0,57704.0,564856.0,36551.0,765.0
2020-8-01,India,1751919.0,54865.0,567637.0,37403.0,852.0
2020-8-02,India,1804702.0,52783.0,579313.0,38161.0,758.0
2020-8-03,India,1855331.0,50629.0,585920.0,38971.0,810.0
2020-8-04,India,1906613.0,51282.0,585133.0,39820.0,849.0
2020-8-05,India,1963239.0,56626.0,595300.0,40739.0,919.0
2020-8-06,India,2025409.0,62170.0,606387.0,41638.0,899.0
2020-8-07,India,2086864.0,61455.0,616617.0,42578.0,940.0
2020-8-08,India,2152020.0,65156.0,628763.0,43453.0,875.0
2020-8-09,India,2214137.0,62117.0,635393.0,44466.0,1013.0
2020-8-10,India,2267153.0,53016.0,640160.0,45353.0,887.0
2020-8-11,India,2328405.0,61252.0,644116.0,46188.0,835.0
2020-8-12,India,2395471.0,67066.0,652473.0,47138.0,950.0
2020-8-13,India,2459613.0,64142.0,660833.0,48144.0,1006.0
2020-8-14,India,2525222.0,65609.0,668532.0,49134.0,990.0
2020-8-15,India,2589208.0,63986.0,678452.0,50084.0,950.0
2020-8-16,India,2647316.0,58108.0,678195.0,51045.0,961.0
2020-8-17,India,2701604.0,54288.0,673431.0,51925.0,880.0
2020-8-18,India,2766626.0,65022.0,676909.0,53014.0,1089.0
2020-8-19,India,2835822.0,69196.0,685760.0,53994.0,980.0
2020-8-20,India,2904329.0,68507.0,691413.0,54975.0,981.0
2020-8-21,India,2973368.0,69039.0,696641.0,55928.0,953.0
2020-8-22,India,3043436.0,70068.0,706690.0,56846.0,918.0
2020-8-23,India,3105185.0,61749.0,710697.0,57692.0,846.0
2020-8-24,India,3164881.0,59696.0,703234.0,58546.0,854.0
2020-8-25,India,3231754.0,66873.0,704890.0,59612.0,1066.0
2020-8-26,India,3307749.0,75995.0,723677.0,60629.0,1017.0
2020-8-27,India,3384575.0,76826.0,739818.0,61694.0,1065.0
2020-8-28,India,3461240.0,76665.0,750989.0,62713.0,1019.0
2020-8-29,India,3539712.0,78472.0,763535.0,63657.0,944.0
2020-8-30,India,3619169.0,79457.0,781624.0,64617.0,960.0
2020-8-31,India,3687939.0,68770.0,785127.0,65435.0,818.0
2020-9-01,India,3766108.0,78169.0,800127.0,66460.0,1025.0
2020-9-02,India,3848968.0,82860.0,814086.0,67486.0,1026.0
2020-9-03,India,3933124.0,84156.0,829668.0,68569.0,1083.0
2020-9-04,India,4020239.0,87115.0,846092.0,69635.0,1066.0
2020-9-05,India,4110839.0,90600.0,862487.0,70679.0,1044.0
2020-9-06,India,4202562.0,91723.0,883578.0,71687.0,1008.0
2020-9-07,India,4277584.0,75022.0,883348.0,72816.0,1129.0
2020-9-08,India,4367436.0,89852.0,897486.0,73923.0,1107.0
2020-9-09,India,4462965.0,95529.0,918790.0,75091.0,1168.0
2020-9-10,India,4559725.0,96760.0,943438.0,76304.0,1213.0
2020-9-11,India,4657379.0,97654.0,958435.0,77506.0,1202.0
2020-9-12,India,4751788.0,94409.0,973876.0,78614.0,1108.0
2020-9-13,India,4845003.0,93215.0,988205.0,79754.0,1140.0
2020-9-14,India,4926914.0,81911.0,989860.0,80808.0,1054.0
2020-9-15,India,5018034.0,91120.0,996832.0,82091.0,1283.0
2020-9-16,India,5115893.0,97859.0,1010614.0,83230.0,1139.0
2020-9-17,India,5212686.0,96793.0,1018454.0,84404.0,1174.0
2020-9-18,India,5305475.0,92789.0,1014649.0,85625.0,1221.0
2020-9-19,India,5398230.0,92755.0,1011732.0,86774.0,1149.0
2020-9-20,India,5485612.0,87382.0,1005053.0,87909.0,1135.0
2020-9-21,India,5560105.0,74493.0,976420.0,88965.0,1056.0
2020-9-22,India,5640496.0,80391.0,968655.0,90021.0,1056.0
2020-9-23,India,5730184.0,89688.0,967161.0,91173.0,1152.0
2020-9-24,India,5816103.0,85919.0,970795.0,92317.0,1144.0
2020-9-25,India,5901571.0,85468.0,961993.0,93410.0,1093.0
2020-9-26,India,5990581.0,89010.0,957359.0,94534.0,1124.0
2020-9-27,India,6073348.0,82767.0,964407.0,95574.0,1040.0
2020-9-28,India,6143019.0,69671.0,948095.0,96351.0,777.0
2020-9-29,India,6223519.0,80500.0,941356.0,97529.0,1178.0
2020-9-30,India,6310267.0,86748.0,941552.0,98708.0,1179.0
2020-10-01,India,6391960.0,81693.0,943503.0,99804.0,1096.0
2020-10-02,India,6471934.0,79974.0,945982.0,100875.0,1071.0
2020-10-03,India,6547413.0,75479.0,938869.0,101812.0,937.0
2020-10-04,India,6622180.0,74767.0,936013.0,102714.0,902.0
2020-10-05,India,6682073.0,59893.0,919363.0,103600.0,886.0
2020-10-06,India,6754179.0,72106.0,908335.0,104591.0,991.0
2020-10-07,India,6832988.0,78809.0,902972.0,105554.0,963.0
2020-10-08,India,6903812.0,70824.0,894084.0,106521.0,967.0
2020-10-09,India,6977008.0,73196.0,884053.0,107450.0,929.0
2020-10-10,India,7051543.0,74535.0,868309.0,108371.0,921.0
2020-10-11,India,7119300.0,67757.0,863689.0,109184.0,813.0
2020-10-12,India,7173565.0,54265.0,838879.0,109894.0,710.0
2020-10-13,India,7237082.0,63517.0,827760.0,110617.0,723.0
2020-10-14,India,7305070.0,67988.0,813303.0,111311.0,694.0
2020-10-15,India,7365509.0,60439.0,804705.0,112146.0,835.0
2020-10-16,India,7430635.0,65126.0,795969.0,113032.0,886.0
2020-10-17,India,7492727.0,62092.0,784264.0,114064.0,1032.0
2020-10-18,India,7548238.0,55511.0,773701.0,114642.0,578.0
2020-10-19,India,7594736.0,46498.0,748883.0,115236.0,594.0
2020-10-20,India,7649158.0,54422.0,740658.0,115950.0,714.0
2020-10-21,India,7705158.0,56000.0,716610.0,116653.0,703.0
2020-10-22,India,7759640.0,54482.0,695979.0,117336.0,683.0
2020-10-23,India,7813668.0,54028.0,682107.0,117992.0,656.0
2020-10-24,India,7863892.0,50224.0,669602.0,118567.0,575.0
2020-10-25,India,7909050.0,45158.0,656026.0,119030.0,463.0
2020-10-26,India,7945888.0,36838.0,627638.0,119535.0,505.0
2020-10-27,India,7988853.0,42965.0,611605.0,120054.0,519.0
2020-10-28,India,8038765.0,49912.0,603251.0,120563.0,509.0
2020-10-29,India,8088046.0,49281.0,595017.0,121131.0,568.0
2020-10-30,India,8136166.0,48120.0,583574.0,121681.0,550.0
2020-10-31,India,8182881.0,46715.0,571529.0,122149.0,468.0
2020-11-01,India,8229322.0,46441.0,563775.0,122642.0,493.0
2020-11-02,India,8266914.0,37592.0,542346.0,123139.0,497.0
2020-11-03,India,8312947.0,46033.0,534540.0,123650.0,511.0
2020-11-04,India,8363412.0,50465.0,528428.0,124354.0,704.0
2020-11-05,India,8411034.0,47622.0,521242.0,125029.0,675.0
2020-11-06,India,8460885.0,49851.0,516722.0,125605.0,576.0
2020-11-07,India,8507203.0,46318.0,513750.0,126162.0,557.0
2020-11-08,India,8553864.0,46661.0,511551.0,126653.0,491.0
2020-11-09,India,8591075.0,37211.0,506765.0,127104.0,451.0
2020-11-10,India,8635754.0,44679.0,496295.0,127615.0,511.0
2020-11-11,India,8684039.0,48285.0,491326.0,128165.0,550.0
2020-11-12,India,8727900.0,43861.0,485869.0,128686.0,521.0
2020-11-13,India,8773243.0,45343.0,482551.0,129225.0,539.0
2020-11-14,India,8814902.0,41659.0,481491.0,129674.0,449.0
2020-11-15,India,8845617.0,30715.0,467558.0,130109.0,435.0
2020-11-16,India,8874172.0,28555.0,455444.0,130559.0,450.0
2020-11-17,India,8912704.0,38532.0,448660.0,131031.0,472.0
2020-11-18,India,8958143.0,45439.0,444755.0,131618.0,587.0
2020-11-19,India,9004325.0,46182.0,445107.0,132202.0,584.0
2020-11-20,India,9050613.0,46288.0,441952.0,132764.0,562.0
2020-11-21,India,9095908.0,45295.0,442606.0,133263.0,499.0
2020-11-22,India,9140312.0,44404.0,445095.0,133773.0,510.0
2020-11-23,India,9177722.0,37410.0,439893.0,134254.0,481.0
2020-11-24,India,9221998.0,44276.0,445851.0,134743.0,489.0
2020-11-25,India,9266697.0,44699.0,453450.0,135261.0,518.0
2020-11-26,India,9309871.0,43174.0,456410.0,135752.0,491.0
2020-11-27,India,9351224.0,41353.0,456100.0,136238.0,486.0
2020-11-28,India,9393039.0,41815.0,455145.0,136733.0,495.0
2020-11-29,India,9432075.0,39036.0,448585.0,137177.0,444.0
2020-11-30,India,9463254.0,31179.0,437000.0,137659.0,482.0
2020-12-01,India,9499710.0,36456.0,429753.0,138159.0,500.0
2020-12-02,India,9533471.0,33761.0,424710.0,138657.0,498.0
2020-12-03,India,9571780.0,38309.0,416869.0,139227.0,570.0
2020-12-04,India,9608418.0,36638.0,410679.0,139736.0,509.0
2020-12-05,India,9644529.0,36111.0,404367.0,140216.0,480.0
2020-12-06,India,9676801.0,32272.0,398040.0,140590.0,374.0
2020-12-07,India,9703908.0,27107.0,385269.0,140994.0,404.0
2020-12-08,India,9735975.0,32067.0,379771.0,141398.0,404.0
2020-12-09,India,9762326.0,26351.0,376086.0,141735.0,337.0
2020-12-10,India,9796992.0,34666.0,364582.0,142222.0,487.0
2020-12-11,India,9827026.0,30034.0,360572.0,142662.0,440.0
2020-12-12,India,9857380.0,30354.0,357446.0,143055.0,393.0
2020-12-13,India,9884716.0,27336.0,353715.0,143393.0,338.0
2020-12-14,India,9906507.0,21791.0,340929.0,143746.0,353.0
2020-12-15,India,9932908.0,26401.0,332985.0,144130.0,384.0
2020-12-16,India,9951072.0,18164.0,317442.0,144487.0,357.0
2020-12-17,India,9977834.0,26762.0,312961.0,144829.0,342.0
2020-12-18,India,10004825.0,26991.0,309731.0,145171.0,342.0
2020-12-19,India,10031659.0,26834.0,306465.0,145513.0,342.0
2020-12-20,India,10056248.0,24589.0,305015.0,145843.0,330.0
2020-12-21,India,10075422.0,19174.0,293663.0,146145.0,302.0
2020-12-22,India,10099308.0,23886.0,290135.0,146476.0,331.0
2020-12-23,India,10123544.0,24236.0,284705.0,146778.0,302.0
2020-12-24,India,10147468.0,23924.0,283142.0,147128.0,350.0
2020-12-25,India,10169818.0,22350.0,283057.0,147379.0,251.0
2020-12-26,India,10188392.0,18574.0,279885.0,147659.0,280.0
2020-12-27,India,10208725.0,20333.0,278840.0,147940.0,281.0
2020-12-28,India,10224797.0,16072.0,269840.0,148190.0,250.0
2020-12-29,India,10245326.0,20529.0,263512.0,148475.0,285.0
2020-12-30,India,10267283.0,21957.0,258747.0,148774.0,299.0
2020-12-31,India,10286329.0,19046.0,255525.0,149018.0,244.0
2021-1-01,India,10303409.0,17080.0,252275.0,149205.0,187.0
2021-1-02,India,10324631.0,21222.0,248633.0,149471.0,266.0
2021-1-03,India,10341291.0,16660.0,245474.0,149686.0,215.0
2021-1-04,India,10357569.0,16278.0,232343.0,149886.0,200.0
2021-1-05,India,10375478.0,17909.0,228826.0,150151.0,265.0
2021-1-06,India,10395938.0,20460.0,229403.0,150372.0,221.0
2021-1-07,India,10414044.0,18106.0,226716.0,150606.0,234.0
2021-1-08,India,10432526.0,18482.0,225756.0,150835.0,229.0
2021-1-09,India,10451346.0,18820.0,224903.0,151048.0,213.0
2021-1-10,India,10467431.0,16085.0,224103.0,151198.0,150.0
2021-1-11,India,10479913.0,12482.0,217839.0,151364.0,166.0
2021-1-12,India,10495816.0,15903.0,215795.0,151564.0,200.0
2021-1-13,India,10512831.0,17015.0,214812.0,151765.0,201.0
2021-1-14,India,10528508.0,15677.0,214472.0,151954.0,189.0
2021-1-15,India,10543659.0,15151.0,212646.0,152130.0,176.0
2021-1-16,India,10558710.0,15051.0,210215.0,152311.0,181.0
2021-1-17,India,10572672.0,13962.0,209519.0,152456.0,145.0
2021-1-18,India,10582647.0,9975.0,202202.0,152593.0,137.0
2021-1-19,India,10596442.0,13795.0,198596.0,152754.0,161.0
2021-1-20,India,10611719.0,15277.0,193650.0,152906.0,152.0
2021-1-21,India,10626200.0,14481.0,190244.0,153067.0,161.0
2021-1-22,India,10640544.0,14344.0,187260.0,153221.0,154.0
2021-1-23,India,10655435.0,14891.0,185963.0,153376.0,155.0
2021-1-24,India,10668674.0,13239.0,185922.0,153508.0,132.0
2021-1-25,India,10677710.0,9036.0,178808.0,153624.0,116.0
2021-1-26,India,10690279.0,12569.0,178200.0,153751.0,127.0
2021-1-27,India,10702031.0,11752.0,175328.0,153885.0,134.0
2021-1-28,India,10720971.0,18940.0,173762.0,154047.0,162.0
2021-1-29,India,10734026.0,13055.0,171808.0,154184.0,137.0
2021-1-30,India,10747091.0,13065.0,170670.0,154312.0,128.0
2021-1-31,India,10758619.0,11528.0,170203.0,154428.0,116.0
2021-2-01,India,10767206.0,8587.0,165234.0,154522.0,94.0
2021-2-02,India,10778206.0,11000.0,161865.0,154635.0,113.0
2021-2-03,India,10791123.0,12917.0,156873.0,154742.0,107.0
2021-2-04,India,10803533.0,12410.0,153270.0,154862.0,120.0
2021-2-05,India,10815222.0,11689.0,150476.0,154956.0,94.0
2021-2-06,India,10827170.0,11948.0,150733.0,155028.0,72.0
2021-2-07,India,10838843.0,11673.0,150653.0,155114.0,86.0
2021-2-08,India,10847790.0,8947.0,145690.0,155195.0,81.0
2021-2-09,India,10858300.0,10510.0,143416.0,155280.0,85.0
2021-2-10,India,10871060.0,12760.0,144032.0,155399.0,119.0
2021-2-11,India,10880413.0,9353.0,137578.0,155484.0,85.0
2021-2-12,India,10892550.0,12137.0,138253.0,155588.0,104.0
2021-2-13,India,10904738.0,12188.0,139277.0,155673.0,85.0
2021-2-14,India,10916172.0,11434.0,141325.0,155764.0,91.0
2021-2-15,India,10925311.0,9139.0,138579.0,155840.0,76.0
2021-2-16,India,10937106.0,11795.0,138254.0,155949.0,109.0
2021-2-17,India,10949546.0,12440.0,138802.0,156038.0,89.0
2021-2-18,India,10962189.0,12643.0,140998.0,156123.0,85.0
2021-2-19,India,10976776.0,14587.0,144654.0,156240.0,117.0
2021-2-20,India,10991091.0,14315.0,147214.0,156339.0,99.0
2021-2-21,India,11005071.0,13980.0,151639.0,156418.0,79.0
2021-2-22,India,11015863.0,10792.0,148882.0,156498.0,80.0
2021-2-23,India,11029326.0,13463.0,148584.0,156598.0,100.0
2021-2-24,India,11046470.0,17144.0,153178.0,156742.0,144.0
2021-2-25,India,11063038.0,16568.0,157418.0,156861.0,119.0
2021-2-26,India,11079094.0,16056.0,160985.0,156970.0,109.0
2021-2-27,India,11096440.0,17346.0,166078.0,157087.0,117.0
2021-2-28,India,11112056.0,15616.0,170293.0,157195.0,108.0
2021-3-01,India,11123619.0,11563.0,169786.0,157275.0,80.0
2021-3-02,India,11139323.0,15704.0,171776.0,157385.0,110.0
2021-3-03,India,11156748.0,17425.0,175044.0,157471.0,86.0
2021-3-04,India,11173572.0,16824.0,177967.0,157584.0,113.0
2021-3-05,India,11191864.0,18292.0,181997.0,157693.0,109.0
2021-3-06,India,11210580.0,18716.0,186253.0,157791.0,98.0
2021-3-07,India,11229271.0,18691.0,190501.0,157890.0,99.0
2021-3-08,India,11244624.0,15353.0,189172.0,157966.0,76.0
2021-3-09,India,11261470.0,16846.0,185767.0,158079.0,113.0
2021-3-10,India,11284311.0,22841.0,190295.0,158213.0,134.0
2021-3-11,India,11305979.0,21668.0,200401.0,158326.0,113.0
2021-3-12,India,11333491.0,27512.0,203661.0,158483.0,157.0
2021-3-13,India,11358644.0,25153.0,212147.0,158642.0,159.0
2021-3-14,India,11385158.0,26514.0,220951.0,158762.0,120.0
2021-3-15,India,11409595.0,24437.0,225072.0,158892.0,130.0
2021-3-16,India,11438464.0,28869.0,236008.0,159079.0,187.0
2021-3-17,India,11474302.0,35838.0,253882.0,159250.0,171.0
2021-3-18,India,11513945.0,39643.0,273032.0,159405.0,155.0
2021-3-19,India,11554895.0,40950.0,290152.0,159594.0,189.0
2021-3-20,India,11598710.0,43815.0,310801.0,159790.0,196.0
2021-3-21,India,11645719.0,47009.0,336392.0,160003.0,213.0
2021-3-22,India,11686330.0,40611.0,347071.0,160200.0,197.0
2021-3-23,India,11733594.0,47264.0,370101.0,160477.0,277.0
2021-3-24,India,11787013.0,53419.0,396696.0,160726.0,249.0
2021-3-25,India,11846082.0,59069.0,422596.0,160983.0,257.0
2021-3-26,India,11908373.0,62291.0,454249.0,161275.0,292.0
2021-3-27,India,11971004.0,62631.0,487840.0,161586.0,311.0
2021-3-28,India,12039210.0,68206.0,523602.0,161881.0,295.0
2021-3-29,India,12095329.0,56119.0,542353.0,162147.0,266.0
2021-3-30,India,12148487.0,53158.0,553933.0,162502.0,355.0
2021-3-31,India,12220669.0,72182.0,585215.0,162960.0,458.0
2021-4-01,India,12302110.0,81441.0,615798.0,163428.0,468.0
2021-4-02,India,12391129.0,89019.0,659928.0,164141.0,713.0
2021-4-03,India,12484127.0,92998.0,692350.0,164655.0,514.0
2021-4-04,India,12587920.0,103793.0,742830.0,165132.0,477.0
2021-4-05,India,12684477.0,96557.0,788855.0,165577.0,445.0
2021-4-06,India,12799746.0,115269.0,843779.0,166208.0,631.0
2021-4-07,India,12926061.0,126315.0,910264.0,166892.0,684.0
2021-4-08,India,13057954.0,131893.0,979519.0,167694.0,802.0
2021-4-09,India,13202783.0,144829.0,1046376.0,168467.0,773.0
2021-4-10,India,13355465.0,152682.0,1107827.0,169305.0,838.0
2021-4-11,India,13525379.0,169914.0,1201457.0,170209.0,904.0
2021-4-12,India,13686073.0,160694.0,1264544.0,171089.0,880.0
2021-4-13,India,13871321.0,185248.0,1366518.0,172115.0,1026.0
2021-4-14,India,14070890.0,199569.0,1471592.0,173152.0,1037.0
2021-4-15,India,14287740.0,216850.0,1569427.0,174335.0,1183.0
2021-4-16,India,14521683.0,233943.0,1679121.0,175673.0,1338.0
2021-4-17,India,14782461.0,260778.0,1800199.0,177168.0,1495.0
2021-4-18,India,15057767.0,275306.0,1930126.0,178793.0,1625.0
2021-4-19,India,15314714.0,256947.0,2030944.0,180550.0,1757.0
2021-4-20,India,15609004.0,294290.0,2156571.0,182570.0,2020.0
2021-4-21,India,15924806.0,315802.0,2290728.0,184672.0,2102.0
2021-4-22,India,16257309.0,332503.0,2428775.0,186928.0,2256.0
2021-4-23,India,16602456.0,345147.0,2550788.0,189549.0,2621.0
2021-4-24,India,16951769.0,349313.0,2681378.0,192310.0,2761.0
2021-4-25,India,17306300.0,354531.0,2814544.0,195116.0,2806.0
2021-4-26,India,17625735.0,319435.0,2882513.0,197880.0,2764.0
2021-4-27,India,17988637.0,362902.0,2979768.0,201165.0,3285.0
2021-4-28,India,18368096.0,379459.0,3085008.0,204812.0,3647.0
2021-4-29,India,18754984.0,386888.0,3172906.0,208313.0,3501.0
2021-4-30,India,19157094.0,402110.0,3272256.0,211835.0,3522.0
2021-5-01,India,19549656.0,392562.0,3352361.0,215523.0,3688.0
2021-5-02,India,19919715.0,370059.0,3419032.0,218945.0,3422.0
2021-5-03,India,20275543.0,355828.0,3452457.0,222383.0,3438.0
2021-5-04,India,20658234.0,382691.0,3493665.0,226169.0,3786.0
2021-5-05,India,21070852.0,412618.0,3571625.0,230151.0,3982.0
2021-5-06,India,21485285.0,414433.0,3653804.0,234071.0,3920.0
2021-5-07,India,21886611.0,401326.0,3731261.0,238265.0,4194.0
2021-5-08,India,22295911.0,409300.0,3742015.0,242398.0,4133.0
2021-5-09,India,22662410.0,366499.0,3750998.0,246146.0,3748.0
2021-5-10,India,22991927.0,329517.0,3720695.0,250025.0,3879.0
2021-5-11,India,23340426.0,348499.0,3709551.0,254225.0,4200.0
2021-5-12,India,23702832.0,362406.0,3716045.0,258351.0,4126.0
2021-5-13,India,24046120.0,343288.0,3710403.0,262350.0,3999.0
2021-5-14,India,24372243.0,326123.0,3679691.0,266229.0,3879.0
2021-5-15,India,24683065.0,310822.0,3623708.0,270319.0,4090.0
2021-5-16,India,24964925.0,281860.0,3522905.0,274411.0,4092.0
2021-5-17,India,25227970.0,263045.0,3359216.0,278751.0,4340.0
2021-5-18,India,25495144.0,267174.0,3232165.0,283276.0,4525.0
2021-5-19,India,25771405.0,276261.0,3135566.0,287156.0,3880.0
2021-5-20,India,26030674.0,259269.0,3033408.0,291365.0,4209.0
2021-5-21,India,26285069.0,254395.0,2930544.0,295508.0,4143.0
2021-5-22,India,26528846.0,243777.0,2811027.0,299296.0,3788.0
2021-5-23,India,26751681.0,222835.0,2727011.0,303751.0,4455.0
2020-2-15,France,12.0,0.0,7.0,1.0,0.0
2020-2-16,France,12.0,0.0,7.0,1.0,0.0
2020-2-17,France,12.0,0.0,6.0,1.0,0.0
2020-2-18,France,12.0,0.0,4.0,1.0,0.0
2020-2-19,France,12.0,0.0,4.0,1.0,0.0
2020-2-20,France,12.0,0.0,4.0,1.0,0.0
2020-2-21,France,12.0,0.0,4.0,1.0,0.0
2020-2-22,France,12.0,0.0,1.0,1.0,0.0
2020-2-23,France,12.0,0.0,1.0,1.0,0.0
2020-2-24,France,12.0,0.0,0.0,1.0,0.0
2020-2-25,France,14.0,2.0,2.0,1.0,0.0
2020-2-26,France,18.0,4.0,5.0,2.0,1.0
2020-2-27,France,37.0,19.0,24.0,2.0,0.0
2020-2-28,France,55.0,18.0,42.0,2.0,0.0
2020-2-29,France,94.0,39.0,80.0,2.0,0.0
2020-3-01,France,121.0,27.0,107.0,2.0,0.0
2020-3-02,France,177.0,56.0,162.0,3.0,1.0
2020-3-03,France,197.0,20.0,181.0,4.0,1.0
2020-3-04,France,264.0,67.0,248.0,4.0,0.0
